PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
665,0,1,"Hall, Capt. Robert",male,20.3,1,0,SM66873,93.55,,L
666,1,3,"Moore, Miss Dorothy",female,0.5,1,1,SM54650,3.5,,M
667,1,1,"Lee, Mrs. Clara",female,,0,1,SM75513,66.31,A90,C
668,1,3,"Johnson, Mr. Richard",male,48.2,3,0,SM24544,6.28,,L
669,0,3,"Hernandez, Mr. Leonard",male,25.6,1,0,SM16054,3.5,,M
670,0,3,"Hall, Mr. Harold",male,25.8,0,1,SM23926,3.5,,M
671,0,3,"Davis, Mr. Ernest",male,33.8,0,0,SM37076,4.56,,C
672,1,2,"Morris, Mr. Frank",male,17.4,0,0,SM10611,23.43,E66,L
673,1,1,"Nelson, Miss Agnes",female,36.7,0,1,SM99037,53.31,,L
674,0,1,"Sanchez, Dr. Roy",male,28.1,0,0,SM63090,73.51,,L
675,1,1,"Phillips, Rev. James",male,37.0,0,0,SM39451,51.59,,M
676,1,1,"Evans, Dr. Alfred",male,,0,0,SM37925,104.12,,L
677,1,3,"Jackson, Mr. Clarence",male,9.5,3,0,SM97251,7.74,,C
678,1,2,"Robinson, Mr. Harry",male,37.4,1,1,SM29735,6.34,F21,L
679,0,3,"Anderson, Mr. Leonard",male,25.9,0,0,SM89396,3.5,,C
680,1,3,"Hernandez, Mr. Leonard",male,20.8,2,1,SM99664,6.34,,C
681,1,1,"Young, Mr. George",male,41.8,0,0,SM57265,76.33,A59,M
682,0,3,"Jones, Mr. Richard",male,24.7,1,1,SM61952,8.47,,L
683,1,1,"Miller, Countess Frances",female,35.0,0,1,SM12960,89.39,,C
684,0,3,"Perez, Mr. Raymond",male,25.5,2,0,SM49343,5.15,,M
685,1,1,"Campbell, Lady Emma",female,51.7,0,2,SM50043,105.34,,M
686,1,1,"Lee, Mrs. Violet",female,38.0,3,0,SM39824,143.13,,C
687,1,1,"Jackson, Lady Florence",female,34.6,0,0,SM85340,100.78,B72,C
688,0,2,"Walker, Mr. Robert",male,34.6,2,0,SM95119,25.18,,M
689,1,1,"Jackson, Lady Violet",female,45.7,0,0,SM87624,48.47,,L
690,1,1,"Harris, Mrs. Gladys",female,43.2,0,0,SM59207,42.19,D20,M
691,0,3,"Green, Mrs. Clara",female,33.1,0,0,SM30204,5.21,,M
